dataset,src_ent,tgt_ent,y,p
bitcoin-alpha,0.2698284477030738,0.0,1,0.9544195166154984
bitcoin-alpha,0.2698284477030738,0.0,1,0.9434367113622084
bitcoin-alpha,0.2698284477030738,0.3227569588973983,1,0.9484075302928765
bitcoin-alpha,0.2698284477030738,0.0,1,0.9557047860978114
bitcoin-alpha,0.2698284477030738,0.19902377455969078,1,0.9277133794568948
bitcoin-alpha,0.2698284477030738,0.0,1,0.9579485314178593
bitcoin-alpha,0.2698284477030738,0.17203694935311387,1,0.9137185228262956
bitcoin-alpha,0.2698284477030738,0.0,1,0.9530481017820132
bitcoin-alpha,0.2698284477030738,0.0,1,0.9510204722801898
bitcoin-alpha,0.2698284477030738,0.1871762568732082,1,0.9271776655406487
bitcoin-alpha,0.2698284477030738,0.0,1,0.9537507166490891
bitcoin-alpha,0.2698284477030738,0.0,1,0.9695914083990425
bitcoin-alpha,0.2698284477030738,0.0,1,0.9679882276819288
bitcoin-alpha,0.2698284477030738,0.0,1,0.9458347690068022
bitcoin-alpha,0.2698284477030738,0.41381685030363385,1,0.9069825532206394
bitcoin-alpha,0.10802319526362808,0.03749546165785658,1,0.9970453107497583
bitcoin-alpha,0.0,0.03749546165785658,1,0.9974817952621501
bitcoin-alpha,0.0,0.03749546165785658,1,0.9960370463058272
bitcoin-alpha,0.0,0.03749546165785658,1,0.9973880908019498
bitcoin-alpha,0.16866093149667033,0.03749546165785658,1,0.9969025467192776
bitcoin-alpha,0.5586293734521992,0.03749546165785658,1,0.9515404948780201
bitcoin-alpha,0.6360156177392154,0.03749546165785658,1,0.8791704636954181
bitcoin-alpha,0.0,0.03749546165785658,1,0.9853060774528678
bitcoin-alpha,0.426228656998145,0.03749546165785658,1,0.9437939558708367
bitcoin-alpha,0.6024308020404453,0.03749546165785658,1,0.9097610457320141
bitcoin-alpha,0.0,0.03749546165785658,1,0.991157991835866
bitcoin-alpha,0.0,0.03749546165785658,1,0.9908290492022143
bitcoin-alpha,0.0,0.03749546165785658,1,0.9975751416576369
bitcoin-alpha,0.4854607607459134,0.03749546165785658,1,0.934652459203824
bitcoin-alpha,0.0,0.03749546165785658,1,0.9955007230853087
bitcoin-alpha,0.0,0.03749546165785658,1,0.9971579935239269
bitcoin-alpha,0.0,0.03749546165785658,1,0.9961301974082616
bitcoin-alpha,0.0,0.03749546165785658,1,0.9974180740052433
bitcoin-alpha,0.4689955935892811,0.03749546165785658,1,0.927286524211978
bitcoin-alpha,0.0,0.03749546165785658,1,0.9977345170864915
bitcoin-alpha,0.4689955935892811,0.03749546165785658,1,0.9974350647702864
bitcoin-alpha,0.15935006268563462,0.03749546165785658,1,0.9727634751459131
bitcoin-alpha,0.8112781244591328,0.03749546165785658,1,0.8590968703357555
bitcoin-alpha,0.06881937590446069,0.24602257822033174,1,0.9865144483069098
bitcoin-alpha,0.06881937590446069,0.0,1,0.9901756856007052
bitcoin-alpha,0.06881937590446069,0.0,1,0.9868876456162297
bitcoin-alpha,0.06881937590446069,0.0,1,0.9920223655373097
bitcoin-alpha,0.06881937590446069,0.4689955935892811,1,0.9795134865985112
bitcoin-alpha,0.06881937590446069,0.3860189005698934,1,0.9481430241276316
bitcoin-alpha,0.06881937590446069,0.0,1,0.9838241149984785
bitcoin-alpha,0.06881937590446069,0.0,1,0.989925153302562
bitcoin-alpha,0.06881937590446069,0.0,1,0.9909662815902628
bitcoin-alpha,0.06881937590446069,0.0,1,0.9884170036973733
bitcoin-alpha,0.06881937590446069,0.0,1,0.9900125596251566
bitcoin-alpha,0.06881937590446069,0.0,1,0.9740577615032665
bitcoin-alpha,0.06881937590446069,0.0,1,0.9887405655079966
bitcoin-alpha,0.06881937590446069,0.0,1,0.9860321382433088
bitcoin-alpha,0.06881937590446069,0.4394969869215134,1,0.9220868103339059
bitcoin-alpha,0.06881937590446069,0.0,1,0.9843614834909589
bitcoin-alpha,0.06881937590446069,0.15109697051711363,1,0.9679585135024619
bitcoin-alpha,0.06881937590446069,0.0,1,0.9911423046540518
bitcoin-alpha,0.06881937590446069,0.0,1,0.9898667829282245
bitcoin-alpha,0.06881937590446069,0.0,1,0.9891800676088421
bitcoin-alpha,0.06881937590446069,0.0,1,0.9870106888867773
bitcoin-alpha,0.06881937590446069,0.0,1,0.9913315729140684
bitcoin-alpha,0.06881937590446069,0.9182958340544896,1,0.1193196630243048
bitcoin-alpha,0.06881937590446069,0.0,1,0.9826969599689854
bitcoin-alpha,0.06881937590446069,0.0,1,0.9929692561272596
bitcoin-alpha,0.0,0.0,1,0.9971292649922029
bitcoin-alpha,0.0,0.0,1,0.9947235262105663
bitcoin-alpha,0.0,0.0,1,0.9954535812225278
bitcoin-alpha,0.0,0.0,1,0.9957986956716353
bitcoin-alpha,0.0,0.0,1,0.9960539580606547
bitcoin-alpha,0.0,0.0,1,0.9959844684177053
bitcoin-alpha,0.0,0.0,1,0.996994249260728
bitcoin-alpha,0.27619542764793925,0.0,1,0.9959116411475983
bitcoin-alpha,0.7153220528038851,0.0,1,0.8597535157982991
bitcoin-alpha,0.0,0.0,1,0.9967479041401794
bitcoin-alpha,0.0,0.0,1,0.9970904482246143
bitcoin-alpha,0.0,0.0,1,0.9969099588686775
bitcoin-alpha,0.0,0.0,1,0.9948932816134488
bitcoin-alpha,0.0,0.0,1,0.9923794363523195
bitcoin-alpha,0.0,0.0,1,0.9879757245576726
bitcoin-alpha,0.0,0.0,1,0.9954654307180044
bitcoin-alpha,0.19590927087360482,0.0,1,0.9492307875211421
bitcoin-alpha,0.0,0.0,1,0.9975421410686065
bitcoin-alpha,0.0,0.0,1,0.9854168483446272
bitcoin-alpha,0.0,0.0,1,0.9944502358789946
bitcoin-alpha,0.0,0.0,1,0.9973890865302828
bitcoin-alpha,0.33590897715305507,0.0,1,0.920098704960812
bitcoin-alpha,0.18378432117443053,0.30337483608641397,1,0.8996854157799643
bitcoin-alpha,0.18378432117443053,0.0,1,0.9670129243470391
bitcoin-alpha,0.18378432117443053,0.0,1,0.9631316003951219
bitcoin-alpha,0.18378432117443053,0.0758415063771473,1,0.9532929522859105
bitcoin-alpha,0.18378432117443053,0.0,1,0.9606976808946965
bitcoin-alpha,0.18378432117443053,0.0,1,0.9542788688908342
bitcoin-alpha,0.18378432117443053,0.0,1,0.9611821455275009
bitcoin-alpha,0.18378432117443053,0.0,1,0.9559595096585667
bitcoin-alpha,0.18378432117443053,0.0,1,0.9594840929330707
bitcoin-alpha,0.18378432117443053,0.0,1,0.9401683907071177
bitcoin-alpha,0.18378432117443053,0.15109697051711363,1,0.8952794999690497
bitcoin-alpha,0.18378432117443053,0.6500224216483541,1,0.9390524337701083
bitcoin-alpha,0.18378432117443053,0.0,1,0.9638888528203328
bitcoin-alpha,0.18378432117443053,0.0,1,0.953222977504786
bitcoin-alpha,0.18378432117443053,0.0,1,0.9488210118987599
bitcoin-alpha,0.18378432117443053,0.0,1,0.9696918273069615
bitcoin-alpha,0.18378432117443053,0.0,1,0.9552738073625539
bitcoin-alpha,0.18378432117443053,0.0,1,0.9619444983156026
bitcoin-alpha,0.18378432117443053,0.0,1,0.9686022436730952
bitcoin-alpha,0.16866093149667033,0.0590929283857332,1,0.9934122176658122
bitcoin-alpha,0.3912435636292555,0.0590929283857332,1,0.8756519250643789
bitcoin-alpha,0.6350395330941945,0.0590929283857332,1,0.8620642564462825
bitcoin-alpha,0.0,0.0590929283857332,1,0.9959768986370283
bitcoin-alpha,0.0,0.0590929283857332,1,0.9876181502672045
bitcoin-alpha,0.0,0.0590929283857332,1,0.9946787311926323
bitcoin-alpha,0.0,0.0590929283857332,1,0.9931384045373618
bitcoin-alpha,0.0,0.0590929283857332,1,0.9708474611698821
bitcoin-alpha,0.0,0.0590929283857332,1,0.9826751778206713
bitcoin-alpha,0.0,0.0590929283857332,1,0.9952844015299083
bitcoin-alpha,0.5665095065529052,0.0590929283857332,1,0.9049094669462073
bitcoin-alpha,0.0,0.0590929283857332,1,0.9886875247106998
bitcoin-alpha,0.0,0.0590929283857332,1,0.9819806932056445
bitcoin-alpha,0.0,0.0590929283857332,1,0.995657580041807
bitcoin-alpha,0.9709505944546686,0.0590929283857332,0,0.7216804851906095
bitcoin-alpha,0.8158009273789573,0.0,1,0.8106053694977969
bitcoin-alpha,0.8158009273789573,0.2580186686648154,1,0.11805523411460879
bitcoin-alpha,0.8158009273789573,0.0,1,0.7807675940972961
bitcoin-alpha,0.8158009273789573,0.0,1,0.7831139990127581
bitcoin-alpha,0.8158009273789573,0.0,1,0.761443037409766
bitcoin-alpha,0.8158009273789573,0.15649106290570142,1,0.5680714525482022
bitcoin-alpha,0.8158009273789573,0.8112781244591328,1,0.058020850171395584
bitcoin-alpha,0.8158009273789573,0.41381685030363385,1,0.6384677689967921
bitcoin-alpha,0.8158009273789573,0.0,1,0.04548748408970606
bitcoin-alpha,0.8158009273789573,0.0,1,0.7731063867348913
bitcoin-alpha,0.8158009273789573,0.0,1,0.7950816120652247
bitcoin-alpha,0.8158009273789573,0.0,1,0.7823658908428074
bitcoin-alpha,0.8158009273789573,0.0,1,0.7971895935523944
bitcoin-alpha,0.8158009273789573,0.3095434291503253,1,0.8103907840789447
bitcoin-alpha,0.8158009273789573,0.0,1,0.8423998329336628
bitcoin-alpha,0.8158009273789573,0.7732266742876345,1,0.11822045053025527
bitcoin-alpha,0.8158009273789573,0.0,1,0.791442301076415
bitcoin-alpha,0.8158009273789573,0.5435644431995964,1,0.19251880598085255
bitcoin-alpha,0.8158009273789573,0.0,1,0.7790790435239972
bitcoin-alpha,0.8158009273789573,0.9182958340544896,0,0.03398928126947601
bitcoin-alpha,0.8158009273789573,0.9182958340544896,0,0.06263277911163381
bitcoin-alpha,0.8158009273789573,0.9709505944546686,0,0.00173833359147768
bitcoin-alpha,0.0,0.0,1,0.9948092700905362
bitcoin-alpha,0.0,0.0,1,0.9962104193797279
bitcoin-alpha,0.6500224216483541,0.0,1,0.991451420981828
bitcoin-alpha,0.3665780125533459,0.0,1,0.9187418521325361
bitcoin-alpha,0.6193821946787638,0.0,1,0.7680472486389222
bitcoin-alpha,0.5509844433017146,0.0,1,0.910972001894606
bitcoin-alpha,0.0,0.0,1,0.9913026254360887
bitcoin-alpha,0.0,0.0,1,0.990439106474775
bitcoin-alpha,0.24476508202089728,0.0,1,0.945804420276326
bitcoin-alpha,0.24476508202089728,0.0,1,0.946785591184609
bitcoin-alpha,0.24476508202089728,0.0,1,0.953818435991263
bitcoin-alpha,0.24476508202089728,0.0,1,0.95240389124334
bitcoin-alpha,0.24476508202089728,0.0,1,0.9491037132072094
bitcoin-alpha,0.24476508202089728,0.0,1,0.9535231149926985
bitcoin-alpha,0.24476508202089728,0.6690158350565576,1,0.8427824369726556
bitcoin-alpha,0.24476508202089728,0.0,1,0.9420193341507332
bitcoin-alpha,0.24476508202089728,0.15649106290570142,1,0.9243317349549901
bitcoin-alpha,0.24476508202089728,0.30337483608641397,1,0.8943664332498844
bitcoin-alpha,0.24476508202089728,0.0,1,0.9471796462909092
bitcoin-alpha,0.24476508202089728,0.0,1,0.94975795170581
bitcoin-alpha,0.24476508202089728,0.0,1,0.9399144870844632
bitcoin-alpha,0.24476508202089728,0.0,1,0.9557885686210681
bitcoin-alpha,0.24476508202089728,0.5435644431995964,1,0.7589693053118517
bitcoin-alpha,0.23292785546981215,0.2698284477030738,1,0.896269845648501
bitcoin-alpha,0.0,0.2698284477030738,1,0.972243802298064
bitcoin-alpha,0.46429339352149623,0.2698284477030738,1,0.7324790543220707
bitcoin-alpha,0.4586858162005404,0.2698284477030738,1,0.9261349825368477
bitcoin-alpha,0.0,0.2698284477030738,1,0.9588318994151606
bitcoin-alpha,0.0,0.2698284477030738,1,0.9514824587636395
bitcoin-alpha,0.0,0.2698284477030738,1,0.9633765824153617
bitcoin-alpha,0.0,0.2698284477030738,1,0.9615425258054001
bitcoin-alpha,0.0,0.2698284477030738,1,0.9586183974236578
bitcoin-alpha,0.0,0.2698284477030738,1,0.9652529291528484
bitcoin-alpha,0.0,0.2698284477030738,1,0.9673585361835256
bitcoin-alpha,0.0,0.2698284477030738,1,0.9261110158379642
bitcoin-alpha,0.0,0.2698284477030738,1,0.7456286292157515
bitcoin-alpha,0.15935006268563462,0.2698284477030738,1,0.9175992890532676
bitcoin-alpha,0.0,0.2698284477030738,1,0.9707151580143301
bitcoin-alpha,0.0,0.2698284477030738,1,0.9652742894916904
bitcoin-alpha,0.0,0.2698284477030738,1,0.9698062568790985
bitcoin-alpha,0.9023932827949788,0.2698284477030738,1,0.7380435217357982
bitcoin-alpha,0.11327430349709663,0.2698284477030738,1,0.9693963527608718
bitcoin-alpha,1.0,0.2698284477030738,0,0.22985156380058147
bitcoin-alpha,0.6987003526563343,0.0,1,0.8969531008403326
bitcoin-alpha,0.6987003526563343,0.0,1,0.8881830670720783
bitcoin-alpha,0.6987003526563343,0.0,1,0.8793780038178689
bitcoin-alpha,0.6987003526563343,0.0,1,0.8870788598560431
bitcoin-alpha,0.6987003526563343,0.0,1,0.8810807308981976
bitcoin-alpha,0.6987003526563343,0.9321115676166747,1,0.019529553527167676
bitcoin-alpha,0.6987003526563343,0.0,1,0.8976235808653229
bitcoin-alpha,0.6987003526563343,0.0,1,0.8829567057537369
bitcoin-alpha,0.6987003526563343,0.0,1,0.8660888466359236
bitcoin-alpha,0.6987003526563343,0.4689955935892811,1,0.8220918101595333
bitcoin-alpha,0.6987003526563343,0.6500224216483541,1,0.882275616708506
bitcoin-alpha,0.6987003526563343,0.1871762568732082,1,0.8161138554621256
bitcoin-alpha,0.6987003526563343,0.3372900666170139,1,0.1239868997233706
bitcoin-alpha,0.6987003526563343,0.0,1,0.8633144215258249
bitcoin-alpha,0.6987003526563343,0.0,1,0.8917120736719524
bitcoin-alpha,0.6987003526563343,0.0,1,0.8819460081190216
bitcoin-alpha,0.6987003526563343,0.0,1,0.879703060503506
bitcoin-alpha,0.6987003526563343,0.0,1,0.8948944860477621
bitcoin-alpha,0.6987003526563343,0.0,1,0.8822053904782982
bitcoin-alpha,0.6987003526563343,0.0,1,0.8952517488025206
bitcoin-alpha,0.6987003526563343,0.30337483608641397,1,0.7101874512478763
bitcoin-alpha,0.6987003526563343,0.0,1,0.8696019485575286
bitcoin-alpha,0.6987003526563343,0.0,1,0.8894480463137796
bitcoin-alpha,0.6987003526563343,0.7642045065086203,1,0.08990361041491085
bitcoin-alpha,0.6987003526563343,0.0,1,0.857558890155103
bitcoin-alpha,0.6987003526563343,0.6500224216483541,0,0.0020658095990428917
bitcoin-alpha,0.6987003526563343,0.9440870182837794,0,0.01921853584475263
bitcoin-alpha,0.6987003526563343,0.6500224216483541,0,0.003162341402082718
bitcoin-alpha,0.0,0.0,1,0.9903213962528113
bitcoin-alpha,0.0,0.0,1,0.981942242837769
bitcoin-alpha,0.0,0.0,1,0.9950637637046973
bitcoin-alpha,0.0,0.0,1,0.9903457084548102
bitcoin-alpha,0.0,0.0,1,0.967704809299629
bitcoin-alpha,0.0,0.0,1,0.9948691586339623
bitcoin-alpha,0.0,0.0,1,0.9954351199222478
bitcoin-alpha,0.0,0.0,1,0.992415399349412
bitcoin-alpha,0.5435644431995964,0.0,1,0.9414659134593835
bitcoin-alpha,0.0,0.0,1,0.9915649209191811
bitcoin-alpha,0.0,0.0,1,0.9712862311865974
bitcoin-alpha,0.3095434291503253,0.0,1,0.9970117002185261
bitcoin-alpha,0.5032583347756459,0.0,1,0.9225643661820273
bitcoin-alpha,0.15374218032876202,0.0,1,0.9872980627782978
bitcoin-alpha,0.19143325481419346,0.0,1,0.9904736889703034
bitcoin-alpha,0.0,0.0,1,0.9847777452086403
bitcoin-alpha,0.0,0.0,1,0.9949982135139716
bitcoin-alpha,0.9981819148418717,0.0,1,0.30881273823078687
bitcoin-alpha,0.9981819148418717,0.10106696361212435,1,0.2525327973966984
bitcoin-alpha,0.9981819148418717,0.0,1,0.675544742613924
bitcoin-alpha,0.9981819148418717,0.0,1,0.08914323081251732
bitcoin-alpha,0.9981819148418717,0.0,1,0.3680740593786911
bitcoin-alpha,0.9981819148418717,0.0,1,0.31896580566447374
bitcoin-alpha,0.9981819148418717,0.0,1,0.5413356008537497
bitcoin-alpha,0.9981819148418717,0.0,1,0.05379554047934421
bitcoin-alpha,0.9981819148418717,0.7732266742876345,1,0.03196547785230262
bitcoin-alpha,0.9981819148418717,0.5293608652873644,1,0.0074307920706259975
bitcoin-alpha,0.9981819148418717,0.3712323266408755,0,0.4044088017262467
bitcoin-alpha,0.9981819148418717,0.4394969869215134,0,0.6564654335786467
bitcoin-alpha,0.9981819148418717,0.9709505944546686,0,0.0013778558555709818
bitcoin-alpha,0.9981819148418717,0.3095434291503253,0,0.6972605562312524
bitcoin-alpha,0.9981819148418717,0.0,0,0.21232848703585283
bitcoin-alpha,0.9981819148418717,0.0,0,0.13846150544869051
bitcoin-alpha,0.9981819148418717,0.0,0,0.728918511245631
bitcoin-alpha,0.9981819148418717,0.0,0,0.01830427335618969
bitcoin-alpha,0.9981819148418717,0.0,0,0.002346044441543391
bitcoin-alpha,0.9981819148418717,0.0,0,0.002074077966820295
bitcoin-alpha,0.9981819148418717,1.0,0,0.629728754767922
bitcoin-alpha,0.9981819148418717,0.15649106290570142,0,0.24299563874313138
bitcoin-alpha,0.9981819148418717,0.0,0,0.24723551513975098
bitcoin-alpha,0.9981819148418717,0.3712323266408755,0,0.333637053835097
bitcoin-alpha,0.9981819148418717,0.12741851179235902,0,0.42295223033093077
bitcoin-alpha,0.9981819148418717,0.0,0,0.18058459723657572
bitcoin-alpha,0.9981819148418717,0.0,0,0.0013083968339965364
bitcoin-alpha,0.9981819148418717,0.0,0,0.06537709522502799
bitcoin-alpha,0.46429339352149623,0.2974722489192898,1,0.8262352250798408
bitcoin-alpha,0.3912435636292555,0.2974722489192898,1,0.8862025507320044
bitcoin-alpha,0.1871762568732082,0.2974722489192898,1,0.9518906018928761
bitcoin-alpha,0.0,0.2974722489192898,1,0.9778065336710415
bitcoin-alpha,0.0,0.2974722489192898,1,0.9698236543972791
bitcoin-alpha,0.7752580561149531,0.2974722489192898,1,0.09643397236678035
bitcoin-alpha,0.0,0.2974722489192898,1,0.964307237740457
bitcoin-alpha,0.0,0.2974722489192898,1,0.9811385501511996
bitcoin-alpha,0.0,0.2974722489192898,1,0.9756590146751983
bitcoin-alpha,0.0,0.2974722489192898,1,0.9772009356013186
bitcoin-alpha,0.0,0.2974722489192898,1,0.9806726020583323
bitcoin-alpha,0.3571646347421422,0.2974722489192898,0,0.9173988724493076
bitcoin-alpha,0.526136101378073,0.0,1,0.8971880110381961
bitcoin-alpha,0.526136101378073,0.8112781244591328,1,0.025213951501516937
bitcoin-alpha,0.526136101378073,0.6690158350565576,1,0.7734326989590239
bitcoin-alpha,0.526136101378073,0.0,1,0.9361524816144683
bitcoin-alpha,0.526136101378073,0.3533593350214213,1,0.8141589188660467
bitcoin-alpha,0.526136101378073,0.0,1,0.9108645922400106
bitcoin-alpha,0.526136101378073,0.3912435636292555,1,0.9206483575112676
bitcoin-alpha,0.526136101378073,0.0,1,0.899134320352296
bitcoin-alpha,0.526136101378073,0.0,1,0.9206194604623444
bitcoin-alpha,0.526136101378073,0.22474036695139374,1,0.8980847473626971
bitcoin-alpha,0.526136101378073,0.9366673818775626,0,0.0033928052842724325
bitcoin-alpha,0.15649106290570142,0.05363316840061031,1,0.9960154920379399
bitcoin-alpha,0.18312206830137284,0.05363316840061031,1,0.9488850960998548
bitcoin-alpha,0.0,0.05363316840061031,1,0.995986984075698
bitcoin-alpha,0.5665095065529052,0.05363316840061031,1,0.8613605696953293
bitcoin-alpha,0.0,0.05363316840061031,1,0.9898071289256365
bitcoin-alpha,0.0,0.05363316840061031,1,0.9931812890878245
bitcoin-alpha,0.0,0.05363316840061031,1,0.9879871351775571
bitcoin-alpha,0.13923299905509906,0.05363316840061031,1,0.9933708100913454
bitcoin-alpha,0.5032583347756459,0.05363316840061031,1,0.9841152122073437
bitcoin-alpha,0.0,0.05363316840061031,1,0.9958925085416688
bitcoin-alpha,1.0,0.05363316840061031,1,0.7268486997846373
bitcoin-alpha,0.0,0.05363316840061031,1,0.9904356637253644
bitcoin-alpha,0.0,0.05363316840061031,1,0.9962855128366691
bitcoin-alpha,0.19143325481419346,0.05363316840061031,1,0.9933204675710059
bitcoin-alpha,0.0,0.05363316840061031,1,0.9947555840914819
bitcoin-alpha,0.33590897715305507,0.0,1,0.9250861118508373
bitcoin-alpha,0.33590897715305507,0.2580186686648154,1,0.9209313982513362
bitcoin-alpha,0.33590897715305507,0.0,1,0.9125172950764094
